"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-849 0.400521264575175 2 5 "GO:0016774" "phosphotransferase activity, carboxyl group as acceptor" 0.803470385326011
656 0.125070539349009 2 28 "GO:0016776;GO:0019205" "phosphotransferase activity, phosphate group as acceptor" 0.700443910012074
464 0.286913917672981 2 27 "GO:0016779" "nucleotidyltransferase activity" 0.725597985826873
-283 0.0112216772600961 2 434 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.395129191179957
355 0.6566815269016 4 8 "GO:0016790" "thiolester hydrolase activity" 0.905940954757154
-500 0.462968390432597 3 11 "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" 0.848755841213129
-218 0.492294367018083 2 51 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.868305733913818
231 0.570551001773003 2 31 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.891170370025974
-929 0.138174391326828 2 13 "GO:0016814" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines" 0.700443910012074
-95 0.661372250991408 2 111 "GO:0016829" "lyase activity" 0.905940954757154
-630 0.163484821008196 3 25 "GO:0016830" "carbon-carbon lyase activity" 0.712470886615965
-39 0.950549514027811 2 13 "GO:0016831" "carboxy-lyase activity" 0.993274967972559
-1334 0.186595619835535 2 5 "GO:0016833" "oxo-acid-lyase activity" 0.725597985826873
307 0.333324443397579 2 51 "GO:0016836;GO:0016835" "carbon-oxygen lyase activity" 0.764048886489256
839 0.15043560281777 2 15 "GO:0016840" "carbon-nitrogen lyase activity" 0.700443910012074
692 0.358557770116321 4 9 "GO:0016841;GO:0003941" "ammonia-lyase activity" 0.778776032640454
1059 0.250957671097299 4 6 "GO:0016842" "amidine-lyase activity" 0.725597985826873
-1937 0.0552333364674405 3 5 "GO:0016846" "carbon-sulfur lyase activity" 0.628947347516339
681 0.0414866939455495 2 46 "GO:0016853" "isomerase activity" 0.610200123449124
401 0.615288470339852 4 8 "GO:0016857;GO:0016854" "racemase and epimerase activity" 0.905940954757154
601 0.23423515853834 3 20 "GO:0016860" "intramolecular oxidoreductase activity" 0.725597985826873
408 0.609955801377786 2 8 "GO:0016861" "intramolecular oxidoreductase activity, interconverting aldoses and ketoses" 0.905940954757154
76 0.778215503021181 2 71 "GO:0016874" "ligase activity" 0.949458820860362
-335 0.565668452122755 2 15 "GO:0016878;GO:0016877" "ligase activity, forming carbon-sulfur bonds" 0.891170370025974
42 0.925076096483157 3 26 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.993274967972559
1480 0.143044526971066 4 5 "GO:0016880" "acid-ammonia (or amide) ligase activity" 0.700443910012074
56 0.956236313244049 4 5 "GO:0016881" "acid-amino acid ligase activity" 0.993274967972559
617 0.54141015029897 2 5 "GO:0016884" "carbon-nitrogen ligase activity, with glutamine as amido-N-donor" 0.877906322412115
146 0.719033926894699 2 31 "GO:0016887" "ATPase activity" 0.929739839537834
549 0.234776297069626 3 24 "GO:0016903;GO:0016620" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.725597985826873
434 0.667265292455694 4 5 "GO:0016917" "GABA receptor activity" 0.905940954757154
172 0.211034331853359 2 278 "GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0.725597985826873
-1522 0.131825223193642 3 5 "GO:0019104" "DNA N-glycosylase activity" 0.700443910012074
451 0.549464299291697 3 9 "GO:0019200" "carbohydrate kinase activity" 0.877906322412115
-1482 0.142477477490232 2 5 "GO:0019202" "amino acid kinase activity" 0.700443910012074
-26 0.971047876870737 2 10 "GO:0019239" "deaminase activity" 0.993274967972559
99 0.869535053323022 3 14 "GO:0019825" "oxygen binding" 0.992148336499689
-399 0.204435968309689 3 52 "GO:0019899" "enzyme binding" 0.725597985826873
85 0.926794745743336 2 6 "GO:0019900;GO:0019901" "kinase binding" 0.993274967972559
-27 0.889079296074367 3 135 "GO:0022836" "gated channel activity" 0.993274967972559
805 0.382698985028088 4 6 "GO:0022839" "ion gated channel activity" 0.779352690725935
-253 0.31330524001895 2 82 "GO:0022853;GO:0015291;GO:0022804" "active transmembrane transporter activity" 0.727610195570325
-358 0.0104683127990165 2 270 "GO:0022890;GO:0008324;GO:0046873" "cation transmembrane transporter activity" 0.395129191179957
129 0.384156850386155 2 241 "GO:0030234" "enzyme regulator activity" 0.779352690725935
-71 0.905841516911048 2 14 "GO:0030246" "carbohydrate binding" 0.993274967972559
-1023 0.174425141305422 2 9 "GO:0030544" "Hsp70 protein binding" 0.725597985826873
129 0.272796110611773 2 390 "GO:0030554;GO:0017076;GO:0005524;GO:0032559;GO:0035639;GO:0032555;GO:0032553;GO:0097367;GO:0043168" "anion binding" 0.725597985826873
211 0.654316655618103 2 23 "GO:0030674;GO:0060090" "protein-macromolecule adaptor activity" 0.905940954757154
-1194 0.0408493148087057 3 15 "GO:0031072" "heat shock protein binding" 0.610200123449124
1227 0.150803787991268 2 7 "GO:0031406;GO:0005504;GO:0033293" "carboxylic acid binding" 0.700443910012074
85 0.869391437453498 2 19 "GO:0033218" "amide binding" 0.992148336499689
212 0.803548359490725 2 7 "GO:0033764" "steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 0.958981993638112
-223 0.767177383819553 2 9 "GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.949458820860362
824 0.302098513457028 7 8 "GO:0034212" "peptide N-acetyltransferase activity" 0.725597985826873
-89 0.906349121595051 2 9 "GO:0034338" "short-chain carboxylesterase activity" 0.993274967972559
-22 0.961404376707949 3 24 "GO:0035091" "phosphatidylinositol binding" 0.993274967972559
-20 0.977305874134123 3 10 "GO:0042277" "peptide binding" 0.993274967972559
-417 0.0016427598156421 3 303 "GO:0042578;GO:0016791" "phosphoric ester hydrolase activity" 0.31665912943701
-878 0.24386919793641 3 9 "GO:0043130;GO:0032182" "ubiquitin-like protein binding" 0.725597985826873
408 0.307189376645477 2 32 "GO:0044877" "protein-containing complex binding" 0.725597985826873
-72 0.353071122253641 4 974 "GO:0046872;GO:0043169" "metal ion binding" 0.778776032640454
-1081 0.00533001481688097 2 34 "GO:0046915" "transition metal ion transmembrane transporter activity" 0.31665912943701
896 0.188529379156326 3 11 "GO:0046983" "protein dimerization activity" 0.725597985826873
323 0.556138143010326 3 17 "GO:0048018;GO:0030546;GO:0030545" "receptor regulator activity" 0.884309749921825
423 0.46837808667798 2 15 "GO:0050145" "nucleoside monophosphate kinase activity" 0.85225497215117
2012 0.0291081451692146 3 6 "GO:0051015" "actin filament binding" 0.610200123449124
-690 0.067330145459737 3 36 "GO:0051213" "dioxygenase activity" 0.630303371662961
113 0.862823726987407 4 12 "GO:0051287;GO:0070403" "NAD binding" 0.992148336499689
-2264 0.0250036436349839 2 5 "GO:0051879" "Hsp90 protein binding" 0.610200123449124
-95 0.766325397834827 3 50 "GO:0052689" "carboxylic ester hydrolase activity" 0.949458820860362
238 0.17917961601683 2 166 "GO:0060589;GO:0030695" "nucleoside-triphosphatase regulator activity" 0.725597985826873
263 0.71298857263297 2 10 "GO:0060590" "ATPase regulator activity" 0.928726812322651
211 0.83467339944054 2 5 "GO:0070006" "metalloaminopeptidase activity" 0.982132366675035
416 0.626460994690455 3 7 "GO:0070566" "adenylyltransferase activity" 0.905940954757154
-437 0.048848537059041 3 105 "GO:0072509" "divalent inorganic cation transmembrane transporter activity" 0.628947347516339
166 0.181871488516479 1 346 "GO:0098772" "molecular function regulator" 0.725597985826873
-341 0.359604796941626 2 37 "GO:0099094" "ligand-gated cation channel activity" 0.778776032640454
57 0.890978004176616 2 30 "GO:0140097" "catalytic activity, acting on DNA" 0.993274967972559
269 0.283167586002943 2 82 "GO:0140098" "catalytic activity, acting on RNA" 0.725597985826873
41 0.910144678024669 2 39 "GO:0140101" "catalytic activity, acting on a tRNA" 0.993274967972559
178 0.306434577984571 1 172 "GO:0140110" "transcription regulator activity" 0.725597985826873
19 0.979205917434704 2 10 "GO:1901618" "organic hydroxy compound transmembrane transporter activity" 0.993274967972559
331 0.69807941479959 2 7 "GO:1901682" "sulfur compound transmembrane transporter activity" 0.928726812322651
1165 0.103084533121351 5 10 "GO:1901981" "phosphatidylinositol phosphate binding" 0.678479724219649
